"Var1" "Var2" "value" "n"
"n_leucocytes" "CyclinD3" -0.322585614151811 5
"n_leucocytes2" "CyclinD3" -1 2
"n_islets" "CyclinD3" 0.768302342048542 5
"n_insulitis" "CyclinD3" 0.486984753557674 5
"n_islets2" "CyclinD3" -1 2
"n_insulitis2" "CyclinD3" -1 2
"x12LO" "CyclinD3" 0.707106781186548 4
"CD20_x2" "CyclinD3" NA 0
"MMc" "CyclinD3" NA 1
"ins.MMc" "CyclinD3" NA 1
"MxA" "CyclinD3" NA 1
"BM" "CyclinD3" NA 2
"insulin" "CyclinD3" 0.353553390593274 7
"insulin2" "CyclinD3" NA 1
"HLA" "CyclinD3" NA 1
"survivin" "CyclinD3" NA 1
"CH.Ins" "CyclinD3" 0.395772858602516 21
"CH.amyloid" "CyclinD3" NA 21
"CH.dysplasia" "CyclinD3" 0.191674543001366 21
"CH.metaplasia" "CyclinD3" 0.0534828187300698 21
"CH.pancreatitis" "CyclinD3" 0.32637668288411 21
"CH.atrophy" "CyclinD3" 0.0466252404120157 21
"CH.fibrosis" "CyclinD3" -0.0269190951029083 21
"CH.CD3" "CyclinD3" 0.447655288047618 21
"CH.Ki67" "CyclinD3" 0.153896752812773 7
"CH.islet.freq" "CyclinD3" 0.210042012604201 13
"CH.islet.size" "CyclinD3" NA 10
"CR.age" "CyclinD3" -0.0639718073604988 21
"CR.height" "CyclinD3" 0.417384896184748 21
"CR.weight" "CyclinD3" 0.361776146896443 21
"CR.BMI" "CyclinD3" 0.231383609184165 21
"CR.dbDuration" "CyclinD3" 0.269010001016992 7
"CR.ageOnset" "CyclinD3" 0.566030175723549 7
"CR.Cpeptide" "CyclinD3" 0.364399299120729 18
"CR.HbA1c" "CyclinD3" 0.0511062130010937 9
"CR.peakGluc" "CyclinD3" -0.360472630250974 19
"HS" "n_leucocytes" 0.0635324714776259 5
"Col18" "n_leucocytes" 0.0639881005113265 4
"Sdc1" "n_leucocytes" 0.223700194948992 4
"Ins_x1" "n_leucocytes" 0.793401959093748 5
"Gcg_x1" "n_leucocytes" 0.958434383879697 4
"IP3R2" "n_leucocytes" NA 1
"TOM20" "n_leucocytes" NA 1
"MFN2" "n_leucocytes" NA 1
"VDAC1" "n_leucocytes" NA 1
"IP3R2.VDAC1" "n_leucocytes" NA 0
"beta_Ins" "n_leucocytes" -1 2
"beta_cells" "n_leucocytes" -0.379967996399292 11
"beta_area" "n_leucocytes" -0.407300534449275 11
"beta_mass" "n_leucocytes" -0.491988228596072 11
"Nitrotyrosine" "n_leucocytes" 0.257091052411396 19
"GLP1R.acinar_x1" "n_leucocytes" NA 0
"GLP1R.islets_x1" "n_leucocytes" NA 0
"GLP1R.acinar_x2" "n_leucocytes" NA 0
"GLP1R.islets_x2" "n_leucocytes" NA 0
"HLA.A1" "n_leucocytes" 0.110536256069252 6
"HLA.A2" "n_leucocytes" 0.215936246332196 6
"HLA.A3" "n_leucocytes" 0.215936246332196 6
"HLA.A4" "n_leucocytes" 0.486720693145794 6
"HLA.A5" "n_leucocytes" 0.857551002425705 6
"HLA.A6" "n_leucocytes" 0.448391980533199 6
"HLA.A7" "n_leucocytes" 0.560013053296869 6
"HLA.A8" "n_leucocytes" -0.0986256760832615 6
"HLA.B1" "n_leucocytes" 0.175619166462629 6
"HLA.B2" "n_leucocytes" -0.684267754624835 6
"HLA.B3" "n_leucocytes" 0.487230460882074 6
"HLA.B4" "n_leucocytes" -0.517307501233879 6
"HLA.B5" "n_leucocytes" 0.424710520513704 6
"HLA.B6" "n_leucocytes" 0.59340587982878 6
"HLA.C1" "n_leucocytes" -0.287627737785352 6
"HLA.C2" "n_leucocytes" -0.547752689581912 6
"HLA.C3" "n_leucocytes" 0.980318565043757 6
"HLA.C4" "n_leucocytes" 0.842845765861866 6
"HLA.C5" "n_leucocytes" 0.567592097994769 6
"HLA.C6" "n_leucocytes" 0.92717165671685 6
"HLA.C7" "n_leucocytes" 0.994097339629358 6
"HLA.F1" "n_leucocytes" 0.691162081400755 6
"HLA.F2" "n_leucocytes" 0.94778200268813 6
"HLA.F3" "n_leucocytes" 0.782500461717925 6
"HLA.F4" "n_leucocytes" 0.782500461717925 6
"HLA.F5" "n_leucocytes" 0.575041795476881 6
"HLA.F6" "n_leucocytes" 0.782500461717925 6
"HLA.F7" "n_leucocytes" -0.447222407691447 6
"B2M" "n_leucocytes" 0.462877434857182 6
"STAT1" "n_leucocytes" 0.2977620962156 6
"IHC.score" "n_leucocytes" NA 6
"ICI.score" "n_leucocytes" -0.721522142116938 6
"GAD65" "n_leucocytes" -0.159380814635742 5
"CD20_x1" "n_leucocytes" NA 1
"CyclinD1" "n_leucocytes" -0.528725377757446 5
"CyclinD3" "n_leucocytes" -0.322585614151811 5
"n_leucocytes" "n_leucocytes" 1 21
"n_leucocytes2" "n_leucocytes" 0.144418402707008 8
"n_islets" "n_leucocytes" -0.433412845250664 21
"n_insulitis" "n_leucocytes" 0.262412619889238 21
"n_islets2" "n_leucocytes" -0.285618182606839 8
"n_insulitis2" "n_leucocytes" 0.0166716990738678 8
"x12LO" "n_leucocytes" -0.286754206876267 5
"CD20_x2" "n_leucocytes" 0.264142732547284 3
"MMc" "n_leucocytes" NA 1
"ins.MMc" "n_leucocytes" NA 1
"MxA" "n_leucocytes" NA 1
"BM" "n_leucocytes" -1 2
"insulin" "n_leucocytes" -0.88808213880493 3
"insulin2" "n_leucocytes" 0.338587499174932 3
"HLA" "n_leucocytes" 0.338587499174932 3
"survivin" "n_leucocytes" 0.338587499174932 3
"CH.Ins" "n_leucocytes" NA 21
"CH.amyloid" "n_leucocytes" NA 21
"CH.dysplasia" "n_leucocytes" -0.106692916557286 21
"CH.metaplasia" "n_leucocytes" NA 21
"CH.pancreatitis" "n_leucocytes" -0.187092089162078 21
"CH.atrophy" "n_leucocytes" 0.00615536057061265 21
"CH.fibrosis" "n_leucocytes" NA 21
"CH.CD3" "n_leucocytes" 0.0545120563741627 21
"CH.Ki67" "n_leucocytes" 0.327202005221976 13
"CH.islet.freq" "n_leucocytes" NA 8
"CH.islet.size" "n_leucocytes" NA 6
"CR.age" "n_leucocytes" -0.271850877177419 21
"CR.height" "n_leucocytes" -0.0880391256911669 21
"CR.weight" "n_leucocytes" -0.215500163108344 21
"CR.BMI" "n_leucocytes" -0.267766068782909 21
"CR.dbDuration" "n_leucocytes" -0.219849131652668 8
"CR.ageOnset" "n_leucocytes" -0.186913273296712 8
"CR.Cpeptide" "n_leucocytes" -0.292772204696493 21
"CR.HbA1c" "n_leucocytes" 0.886764788827273 8
"CR.peakGluc" "n_leucocytes" 0.0744017577302086 20
"HS" "n_leucocytes2" 0.0581706770867683 4
"Col18" "n_leucocytes2" 0.995477528685145 3
"Sdc1" "n_leucocytes2" 0.382495939270007 3
"Ins_x1" "n_leucocytes2" -0.343004045154035 4
"Gcg_x1" "n_leucocytes2" -0.61323055799424 3
"IP3R2" "n_leucocytes2" NA 0
"TOM20" "n_leucocytes2" NA 0
"MFN2" "n_leucocytes2" NA 0
"VDAC1" "n_leucocytes2" NA 0
"IP3R2.VDAC1" "n_leucocytes2" NA 0
"beta_Ins" "n_leucocytes2" -0.134257931822166 4
"beta_cells" "n_leucocytes2" 0.17267664899044 10
"beta_area" "n_leucocytes2" 0.0185377590060493 10
"beta_mass" "n_leucocytes2" -0.0768813431395236 10
"Nitrotyrosine" "n_leucocytes2" 0.225841675556863 9
"GLP1R.acinar_x1" "n_leucocytes2" NA 0
"GLP1R.islets_x1" "n_leucocytes2" NA 0
"GLP1R.acinar_x2" "n_leucocytes2" NA 0
"GLP1R.islets_x2" "n_leucocytes2" NA 0
"HLA.A1" "n_leucocytes2" -0.301442226500794 6
"HLA.A2" "n_leucocytes2" 0.103190389243964 6
"HLA.A3" "n_leucocytes2" 0.103190389243964 6
"HLA.A4" "n_leucocytes2" 0.378004224701916 6
"HLA.A5" "n_leucocytes2" 0.00900250795351316 6
"HLA.A6" "n_leucocytes2" 0.139435938976841 6
"HLA.A7" "n_leucocytes2" 0.242091205288707 6
"HLA.A8" "n_leucocytes2" 0.214631658509168 6
"HLA.B1" "n_leucocytes2" 0.478470612747868 6
"HLA.B2" "n_leucocytes2" -0.557682116571493 6
"HLA.B3" "n_leucocytes2" 0.178284114123401 6
"HLA.B4" "n_leucocytes2" 0.663986494794889 6
"HLA.B5" "n_leucocytes2" 0.341417763454539 6
"HLA.B6" "n_leucocytes2" 0.0728232714764732 6
"HLA.C1" "n_leucocytes2" -0.391744733081677 6
"HLA.C2" "n_leucocytes2" -0.734435519338735 6
"HLA.C3" "n_leucocytes2" 0.0104872050370058 6
"HLA.C4" "n_leucocytes2" -0.50695066671098 6
"HLA.C5" "n_leucocytes2" 0.418202135729098 6
"HLA.C6" "n_leucocytes2" -0.356003256336845 6
"HLA.C7" "n_leucocytes2" -0.0393938100824151 6
"HLA.F1" "n_leucocytes2" 0.449066146580753 6
"HLA.F2" "n_leucocytes2" -0.0533222939590295 6
"HLA.F3" "n_leucocytes2" 0.369532333190603 6
"HLA.F4" "n_leucocytes2" 0.369532333190603 6
"HLA.F5" "n_leucocytes2" 0.598650492194757 6
"HLA.F6" "n_leucocytes2" 0.369532333190603 6
"HLA.F7" "n_leucocytes2" 0.272475885107319 6
"B2M" "n_leucocytes2" -0.472577674256883 6
"STAT1" "n_leucocytes2" 0.35794017579894 6
"IHC.score" "n_leucocytes2" NA 6
"ICI.score" "n_leucocytes2" 0.393467262212068 6
"GAD65" "n_leucocytes2" -1 2
"CD20_x1" "n_leucocytes2" NA 1
"CyclinD1" "n_leucocytes2" -1 2
"CyclinD3" "n_leucocytes2" -1 2
"n_leucocytes" "n_leucocytes2" 0.144418402707008 8
"n_leucocytes2" "n_leucocytes2" 1 12
"n_islets" "n_leucocytes2" 0.50997532730538 8
"n_insulitis" "n_leucocytes2" 0.652921548687016 8
"n_islets2" "n_leucocytes2" -0.148052103853131 12
"n_insulitis2" "n_leucocytes2" 0.920712392835657 12
"x12LO" "n_leucocytes2" -0.818603371307433 3
"CD20_x2" "n_leucocytes2" -0.926953747403271 3
"MMc" "n_leucocytes2" NA 0
"ins.MMc" "n_leucocytes2" NA 0
"MxA" "n_leucocytes2" NA 1
"BM" "n_leucocytes2" 1 2
"insulin" "n_leucocytes2" NA 6
"insulin2" "n_leucocytes2" -0.513292366687208 5
"HLA" "n_leucocytes2" -0.513292366687208 5
"survivin" "n_leucocytes2" -0.513292366687208 5
"CH.Ins" "n_leucocytes2" -0.169345998771615 12
"CH.amyloid" "n_leucocytes2" NA 12
"CH.dysplasia" "n_leucocytes2" NA 12
"CH.metaplasia" "n_leucocytes2" NA 12
"CH.pancreatitis" "n_leucocytes2" 0.436287755377441 12
"CH.atrophy" "n_leucocytes2" -0.357220370563127 12
"CH.fibrosis" "n_leucocytes2" NA 12
"CH.CD3" "n_leucocytes2" -0.0928560857961114 12
"CH.Ki67" "n_leucocytes2" 0.250820439280688 5
"CH.islet.freq" "n_leucocytes2" 0.432213348473727 3
"CH.islet.size" "n_leucocytes2" NA 0
"CR.age" "n_leucocytes2" -0.0151364926025801 12
"CR.height" "n_leucocytes2" 0.122821903184027 12
"CR.weight" "n_leucocytes2" 0.0352528109958709 12
"CR.BMI" "n_leucocytes2" -0.180323580686438 12
"CR.dbDuration" "n_leucocytes2" 0.512839869607677 12
"CR.ageOnset" "n_leucocytes2" -0.409104732235975 12
"CR.Cpeptide" "n_leucocytes2" -0.173716067497061 12
"CR.HbA1c" "n_leucocytes2" -1 2
"CR.peakGluc" "n_leucocytes2" -0.326625321944861 12
"HS" "n_islets" 0.303739468509455 5
"Col18" "n_islets" 0.717202654716947 4
"Sdc1" "n_islets" 0.609223810552953 4
"Ins_x1" "n_islets" -0.542966676051148 5
"Gcg_x1" "n_islets" -0.893984577362517 4
"IP3R2" "n_islets" NA 1
"TOM20" "n_islets" NA 1
"MFN2" "n_islets" NA 1
"VDAC1" "n_islets" NA 1
"IP3R2.VDAC1" "n_islets" NA 0
"beta_Ins" "n_islets" 1 2
"beta_cells" "n_islets" 0.846070648769247 11
"beta_area" "n_islets" 0.912749094910515 11
"beta_mass" "n_islets" 0.876986334764226 11
"Nitrotyrosine" "n_islets" -0.221640295124486 19
"GLP1R.acinar_x1" "n_islets" NA 0
"GLP1R.islets_x1" "n_islets" NA 0
"GLP1R.acinar_x2" "n_islets" NA 0
"GLP1R.islets_x2" "n_islets" NA 0
"HLA.A1" "n_islets" -0.18200528399274 6
"HLA.A2" "n_islets" 0.561192378095854 6
"HLA.A3" "n_islets" 0.561192378095854 6
"HLA.A4" "n_islets" 0.0540544664738637 6
"HLA.A5" "n_islets" -0.213403856432683 6
"HLA.A6" "n_islets" 0.328410801370779 6
"HLA.A7" "n_islets" -0.110247944383977 6
"HLA.A8" "n_islets" 0.462699505396138 6
"HLA.B1" "n_islets" 0.0144010289465488 6
"HLA.B2" "n_islets" 0.245507640004472 6
"HLA.B3" "n_islets" 0.171217086312574 6
"HLA.B4" "n_islets" 0.877992090164576 6
"HLA.B5" "n_islets" 0.189832226752992 6
"HLA.B6" "n_islets" 0.107341922876206 6
"HLA.C1" "n_islets" 0.546125039163385 6
"HLA.C2" "n_islets" 0.14203385217736 6
"HLA.C3" "n_islets" -0.45576706061381 6
"HLA.C4" "n_islets" -0.673890071895593 6
"HLA.C5" "n_islets" -0.433784177884972 6
"HLA.C6" "n_islets" -0.685488639158169 6
"HLA.C7" "n_islets" -0.497855399260982 6
"HLA.F1" "n_islets" -0.138261435079 6
"HLA.F2" "n_islets" -0.543258927794943 6
"HLA.F3" "n_islets" -0.266903503853336 6
"HLA.F4" "n_islets" -0.266903503853336 6
"HLA.F5" "n_islets" -0.312549289093143 6
"HLA.F6" "n_islets" -0.266903503853336 6
"HLA.F7" "n_islets" 0.585835261569412 6
"B2M" "n_islets" 0.0471199400016743 6
"STAT1" "n_islets" 0.159480896214496 6
"IHC.score" "n_islets" NA 6
"ICI.score" "n_islets" 0.821493980570682 6
"GAD65" "n_islets" -0.284783846187976 5
"CD20_x1" "n_islets" NA 1
"CyclinD1" "n_islets" 0.417588693280353 5
"CyclinD3" "n_islets" 0.768302342048542 5
"n_leucocytes" "n_islets" -0.433412845250664 21
"n_leucocytes2" "n_islets" 0.50997532730538 8
"n_islets" "n_islets" 1 21
"n_insulitis" "n_islets" -0.16774139364331 21
"n_islets2" "n_islets" -0.0396666823723634 8
"n_insulitis2" "n_islets" 0.224215190405312 8
"x12LO" "n_islets" -0.67944353980875 5
"CD20_x2" "n_islets" -0.978117467852777 3
"MMc" "n_islets" NA 1
"ins.MMc" "n_islets" NA 1
"MxA" "n_islets" NA 1
"BM" "n_islets" 1 2
"insulin" "n_islets" 0.999959170742645 3
"insulin2" "n_islets" 0.270766280312045 3
"HLA" "n_islets" 0.270766280312045 3
"survivin" "n_islets" 0.270766280312045 3
"CH.Ins" "n_islets" NA 21
"CH.amyloid" "n_islets" NA 21
"CH.dysplasia" "n_islets" 0.114935823718926 21
"CH.metaplasia" "n_islets" NA 21
"CH.pancreatitis" "n_islets" 0.0591865279042072 21
"CH.atrophy" "n_islets" -0.221612089255622 21
"CH.fibrosis" "n_islets" NA 21
"CH.CD3" "n_islets" -0.181749233650577 21
"CH.Ki67" "n_islets" -0.263899312759236 13
"CH.islet.freq" "n_islets" NA 8
"CH.islet.size" "n_islets" NA 6
"CR.age" "n_islets" 0.127012753806632 21
"CR.height" "n_islets" 0.236653251765716 21
"CR.weight" "n_islets" 0.17307449245231 21
"CR.BMI" "n_islets" 0.100656903539869 21
"CR.dbDuration" "n_islets" 0.167137078872781 8
"CR.ageOnset" "n_islets" -0.525031290345075 8
"CR.Cpeptide" "n_islets" 0.277043781356511 21
"CR.HbA1c" "n_islets" -0.293582061780107 8
"CR.peakGluc" "n_islets" -0.366985611972811 20
"HS" "n_insulitis" 0.186451336295473 5
"Col18" "n_insulitis" 0.418083688276475 4
"Sdc1" "n_insulitis" 0.523853779858421 4
"Ins_x1" "n_insulitis" 0.0397723653290136 5
"Gcg_x1" "n_insulitis" -0.716574083778337 4
"IP3R2" "n_insulitis" NA 1
"TOM20" "n_insulitis" NA 1
"MFN2" "n_insulitis" NA 1
"VDAC1" "n_insulitis" NA 1
"IP3R2.VDAC1" "n_insulitis" NA 0
"beta_Ins" "n_insulitis" 1 2
"beta_cells" "n_insulitis" -0.0932150285846726 11
"beta_area" "n_insulitis" -0.373478628660336 11
"beta_mass" "n_insulitis" -0.391548237939891 11
"Nitrotyrosine" "n_insulitis" -0.00124707399455881 19
"GLP1R.acinar_x1" "n_insulitis" NA 0
"GLP1R.islets_x1" "n_insulitis" NA 0
"GLP1R.acinar_x2" "n_insulitis" NA 0
"GLP1R.islets_x2" "n_insulitis" NA 0
"HLA.A1" "n_insulitis" -0.245688934933258 6
"HLA.A2" "n_insulitis" 0.627903768150617 6
"HLA.A3" "n_insulitis" 0.627903768150617 6
"HLA.A4" "n_insulitis" 0.335676513702617 6
"HLA.A5" "n_insulitis" 0.0910968979803007 6
"HLA.A6" "n_insulitis" 0.545336696291892 6
"HLA.A7" "n_insulitis" 0.0745757755586642 6
"HLA.A8" "n_insulitis" 0.540475080229508 6
"HLA.B1" "n_insulitis" 0.225566587702783 6
"HLA.B2" "n_insulitis" 0.0405689951713551 6
"HLA.B3" "n_insulitis" 0.265907014995485 6
"HLA.B4" "n_insulitis" 0.897200752392269 6
"HLA.B5" "n_insulitis" 0.317809292100154 6
"HLA.B6" "n_insulitis" 0.212573667365975 6
"HLA.C1" "n_insulitis" 0.296913667503298 6
"HLA.C2" "n_insulitis" -0.0383362657306789 6
"HLA.C3" "n_insulitis" -0.145912536947618 6
"HLA.C4" "n_insulitis" -0.439090830486056 6
"HLA.C5" "n_insulitis" -0.305317046376724 6
"HLA.C6" "n_insulitis" -0.35550465022769 6
"HLA.C7" "n_insulitis" -0.124616161182734 6
"HLA.F1" "n_insulitis" -0.0205698570721035 6
"HLA.F2" "n_insulitis" -0.323828831145521 6
"HLA.F3" "n_insulitis" -0.0716112689897979 6
"HLA.F4" "n_insulitis" -0.0716112689897979 6
"HLA.F5" "n_insulitis" -0.0347176561611515 6
"HLA.F6" "n_insulitis" -0.0716112689897979 6
"HLA.F7" "n_insulitis" 0.240806492815578 6
"B2M" "n_insulitis" 0.0937412597511671 6
"STAT1" "n_insulitis" 0.205624759044084 6
"IHC.score" "n_insulitis" NA 6
"ICI.score" "n_insulitis" 0.528626873198501 6
"GAD65" "n_insulitis" -0.339973709280752 5
"CD20_x1" "n_insulitis" NA 1
"CyclinD1" "n_insulitis" 0.185970374622288 5
"CyclinD3" "n_insulitis" 0.486984753557674 5
"n_leucocytes" "n_insulitis" 0.262412619889238 21
"n_leucocytes2" "n_insulitis" 0.652921548687016 8
"n_islets" "n_insulitis" -0.16774139364331 21
"n_insulitis" "n_insulitis" 1 21
"n_islets2" "n_insulitis" -0.243989077780481 8
"n_insulitis2" "n_insulitis" 0.244057971014493 8
"x12LO" "n_insulitis" -0.439818631233589 5
"CD20_x2" "n_insulitis" -0.966282390121316 3
"MMc" "n_insulitis" NA 1
"ins.MMc" "n_insulitis" NA 1
"MxA" "n_insulitis" NA 1
"BM" "n_insulitis" 1 2
"insulin" "n_insulitis" -0.755928946018455 3
"insulin2" "n_insulitis" -1 3
"HLA" "n_insulitis" -1 3
"survivin" "n_insulitis" -1 3
"CH.Ins" "n_insulitis" NA 21
"CH.amyloid" "n_insulitis" NA 21
"CH.dysplasia" "n_insulitis" -0.0627563237003536 21
"CH.metaplasia" "n_insulitis" NA 21
"CH.pancreatitis" "n_insulitis" -0.00996320409182021 21
"CH.atrophy" "n_insulitis" 0.20122951621309 21
"CH.fibrosis" "n_insulitis" NA 21
"CH.CD3" "n_insulitis" 0.479342050915574 21
"CH.Ki67" "n_insulitis" -0.16705196616045 13
"CH.islet.freq" "n_insulitis" NA 8
"CH.islet.size" "n_insulitis" NA 6
"CR.age" "n_insulitis" -0.126557376970638 21
"CR.height" "n_insulitis" 0.00193610247291481 21
"CR.weight" "n_insulitis" -0.108474141771078 21
"CR.BMI" "n_insulitis" -0.166894177750583 21
"CR.dbDuration" "n_insulitis" 0.182063123264548 8
"CR.ageOnset" "n_insulitis" -0.491929296414087 8
"CR.Cpeptide" "n_insulitis" 0.0132457897252429 21
"CR.HbA1c" "n_insulitis" 0.855233894219152 8
"CR.peakGluc" "n_insulitis" -0.023499939024519 20
"HS" "n_islets2" -0.764106876130705 4
"Col18" "n_islets2" -0.576770816777466 3
"Sdc1" "n_islets2" 0.451449551484446 3
"Ins_x1" "n_islets2" -0.202299431924731 4
"Gcg_x1" "n_islets2" -0.819759601363846 3
"IP3R2" "n_islets2" NA 0
"TOM20" "n_islets2" NA 0
"MFN2" "n_islets2" NA 0
"VDAC1" "n_islets2" NA 0
"IP3R2.VDAC1" "n_islets2" NA 0
"beta_Ins" "n_islets2" 0.984907527868447 4
"beta_cells" "n_islets2" -0.0475051263715421 10
"beta_area" "n_islets2" 0.317443311506556 10
"beta_mass" "n_islets2" 0.224207938719567 10
"Nitrotyrosine" "n_islets2" -0.264730060483351 9
"GLP1R.acinar_x1" "n_islets2" NA 0
"GLP1R.islets_x1" "n_islets2" NA 0
"GLP1R.acinar_x2" "n_islets2" NA 0
"GLP1R.islets_x2" "n_islets2" NA 0
"HLA.A1" "n_islets2" -0.276480043376541 6
"HLA.A2" "n_islets2" -0.704858741265191 6
"HLA.A3" "n_islets2" -0.704858741265191 6
"HLA.A4" "n_islets2" -0.814545896135896 6
"HLA.A5" "n_islets2" -0.714620808035182 6
"HLA.A6" "n_islets2" -0.781076075765251 6
"HLA.A7" "n_islets2" -0.802537530184581 6
"HLA.A8" "n_islets2" -0.553340440586091 6
"HLA.B1" "n_islets2" 0.0460499496952245 6
"HLA.B2" "n_islets2" 0.787260546061519 6
"HLA.B3" "n_islets2" -0.365226023396686 6
"HLA.B4" "n_islets2" -0.251490882172683 6
"HLA.B5" "n_islets2" -0.326836335803662 6
"HLA.B6" "n_islets2" -0.445232992374703 6
"HLA.C1" "n_islets2" 0.0383998964473369 6
"HLA.C2" "n_islets2" 0.707972988373891 6
"HLA.C3" "n_islets2" -0.486537611546286 6
"HLA.C4" "n_islets2" -0.172809188377062 6
"HLA.C5" "n_islets2" -0.590590843968005 6
"HLA.C6" "n_islets2" -0.202983922180217 6
"HLA.C7" "n_islets2" -0.467727033019362 6
"HLA.F1" "n_islets2" -0.661429014741562 6
"HLA.F2" "n_islets2" -0.462907846748903 6
"HLA.F3" "n_islets2" -0.543646801185841 6
"HLA.F4" "n_islets2" -0.543646801185841 6
"HLA.F5" "n_islets2" -0.341212905106709 6
"HLA.F6" "n_islets2" -0.543646801185841 6
"HLA.F7" "n_islets2" -0.0329210355323934 6
"B2M" "n_islets2" -0.303805939690491 6
"STAT1" "n_islets2" -0.206051839946952 6
"IHC.score" "n_islets2" NA 6
"ICI.score" "n_islets2" -0.250162879720893 6
"GAD65" "n_islets2" -1 2
"CD20_x1" "n_islets2" NA 1
"CyclinD1" "n_islets2" -1 2
"CyclinD3" "n_islets2" -1 2
"n_leucocytes" "n_islets2" -0.285618182606839 8
"n_leucocytes2" "n_islets2" -0.148052103853131 12
"n_islets" "n_islets2" -0.0396666823723634 8
"n_insulitis" "n_islets2" -0.243989077780481 8
"n_islets2" "n_islets2" 1 12
"n_insulitis2" "n_islets2" 0.124029478463722 12
"x12LO" "n_islets2" 0.687719567568506 3
"CD20_x2" "n_islets2" 0.467299501017306 3
"MMc" "n_islets2" NA 0
"ins.MMc" "n_islets2" NA 0
"MxA" "n_islets2" NA 1
"BM" "n_islets2" 1 2
"insulin" "n_islets2" NA 6
"insulin2" "n_islets2" 0.36202196002486 5
"HLA" "n_islets2" 0.36202196002486 5
"survivin" "n_islets2" 0.36202196002486 5
"CH.Ins" "n_islets2" 0.301560727604966 12
"CH.amyloid" "n_islets2" NA 12
"CH.dysplasia" "n_islets2" NA 12
"CH.metaplasia" "n_islets2" NA 12
"CH.pancreatitis" "n_islets2" 0.00665906969474689 12
"CH.atrophy" "n_islets2" 0.0119759667358943 12
"CH.fibrosis" "n_islets2" NA 12
"CH.CD3" "n_islets2" -0.394566436427708 12
"CH.Ki67" "n_islets2" -0.351240342242651 5
"CH.islet.freq" "n_islets2" 0.569494797451499 3
"CH.islet.size" "n_islets2" NA 0
"CR.age" "n_islets2" -0.603637195321978 12
"CR.height" "n_islets2" -0.739307036332734 12
"CR.weight" "n_islets2" -0.654973328917299 12
"CR.BMI" "n_islets2" -0.139583674833871 12
"CR.dbDuration" "n_islets2" -0.598234464099317 12
"CR.ageOnset" "n_islets2" -0.332473835086143 12
"CR.Cpeptide" "n_islets2" -0.0806419346985436 12
"CR.HbA1c" "n_islets2" 1 2
"CR.peakGluc" "n_islets2" 0.044843789739863 12
"HS" "n_insulitis2" -0.415810672611587 4
"Col18" "n_insulitis2" -0.0708737301023298 3
"Sdc1" "n_insulitis2" 0.848013771757793 3
"Ins_x1" "n_insulitis2" 0.0977157122156322 4
"Gcg_x1" "n_insulitis2" -0.896108968648592 3
"IP3R2" "n_insulitis2" NA 0
"TOM20" "n_insulitis2" NA 0
"MFN2" "n_insulitis2" NA 0
"VDAC1" "n_insulitis2" NA 0
"IP3R2.VDAC1" "n_insulitis2" NA 0
"beta_Ins" "n_insulitis2" -0.456067495837371 4
"beta_cells" "n_insulitis2" 0.0307897463176111 10
"beta_area" "n_insulitis2" 0.166717499150289 10
"beta_mass" "n_insulitis2" -0.0353321393766284 10
"Nitrotyrosine" "n_insulitis2" -0.0925445832602209 9
"GLP1R.acinar_x1" "n_insulitis2" NA 0
"GLP1R.islets_x1" "n_insulitis2" NA 0
"GLP1R.acinar_x2" "n_insulitis2" NA 0
"GLP1R.islets_x2" "n_insulitis2" NA 0
"HLA.A1" "n_insulitis2" -0.954389885976849 6
"HLA.A2" "n_insulitis2" -0.44522234464123 6
"HLA.A3" "n_insulitis2" -0.44522234464123 6
"HLA.A4" "n_insulitis2" -0.530220914542108 6
"HLA.A5" "n_insulitis2" -0.444716360052176 6
"HLA.A6" "n_insulitis2" -0.527796473015658 6
"HLA.A7" "n_insulitis2" -0.614220464956076 6
"HLA.A8" "n_insulitis2" -0.69117145062915 6
"HLA.B1" "n_insulitis2" 0.929931292949048 6
"HLA.B2" "n_insulitis2" 0.0167294294528962 6
"HLA.B3" "n_insulitis2" 0.50946918283235 6
"HLA.B4" "n_insulitis2" 0.329799792259561 6
"HLA.B5" "n_insulitis2" 0.694931988372573 6
"HLA.B6" "n_insulitis2" 0.30510003746096 6
"HLA.C1" "n_insulitis2" -0.198689438360742 6
"HLA.C2" "n_insulitis2" -0.294064906896122 6
"HLA.C3" "n_insulitis2" 0.0401893815099251 6
"HLA.C4" "n_insulitis2" -0.47511742419918 6
"HLA.C5" "n_insulitis2" -0.134288147726418 6
"HLA.C6" "n_insulitis2" -0.275055772787336 6
"HLA.C7" "n_insulitis2" -0.0928618608602992 6
"HLA.F1" "n_insulitis2" 0.33022813815515 6
"HLA.F2" "n_insulitis2" -0.0473323385441259 6
"HLA.F3" "n_insulitis2" 0.414199441329585 6
"HLA.F4" "n_insulitis2" 0.414199441329585 6
"HLA.F5" "n_insulitis2" 0.638338350208444 6
"HLA.F6" "n_insulitis2" 0.414199441329585 6
"HLA.F7" "n_insulitis2" 0.507250000732695 6
"B2M" "n_insulitis2" -0.470678789934215 6
"STAT1" "n_insulitis2" 0.802771543811211 6
"IHC.score" "n_insulitis2" NA 6
"ICI.score" "n_insulitis2" -0.150567580297623 6
"GAD65" "n_insulitis2" -1 2
"CD20_x1" "n_insulitis2" NA 1
"CyclinD1" "n_insulitis2" -1 2
"CyclinD3" "n_insulitis2" -1 2
