Table S1. 5368 protein groups identified in pancreatic tissue.																									
Majority protein IDs	Protein names	Gene names	Mol. weight [kDa]	Sequence coverage [%]	Peptides	Unique peptides	Score	Q-value	HC_1 reporter ion intensity	HC_2 reporter ion intensity	HC_3 reporter ion intensity	HC_4 reporter ion intensity	HC_5 reporter ion intensity	T1D_1 reporter ion intensity	T1D_2 reporter ion intensity	T1D_3 reporter ion intensity	T1D_4 reporter ion intensity	T1D_5 reporter ion intensity	BCGA_microarray data_ductal cells	BCGA_microarray data_exocrine pancreas	BCGA_microarray data_pancreatic islets	BCGA_microarray data_primary beta cells	Identified in Kim et al (2014)_pancreas proteome researched by MaxQuant	Pancreas enriched proteinsa in Kim et al (2014)	Pancreas enriched proteins in Uhlén et al (2015)
P19623	Spermidine synthase	SRM	33.824	48	25	25	80.661	0	113340	88242	88432	69134	109670	115810	116050	84214	51195	75253	Moderate	Enriched	Enriched	Enriched	YES		
P19634	Sodium/hydrogen exchanger 1	SLC9A1	90.762	1.7	1	1	3.4915	0.00078927	2780.9	1991.8	2241.3	3333.2	2460.8	2483.4	2660.2	2587.9	1290.7	2713.2	Enriched	Low	Moderate	Enriched	YES		
P19652	Alpha-1-acid glycoprotein 2	ORM2	23.602	32.8	14	8	84.92	0	91094	70811	55265	140870	47818	67843	57063	181540	39091	67595	Low	No expression	No expression	No expression	YES		
P19827;P19827-2;P19827-3	Inter-alpha-trypsin inhibitor heavy chain H1	ITIH1	101.39	11.6	14	14	27.612	0	46593	34866	43270	65004	33510	52940	57233	88255	36324	65627	Low	No expression	No expression	Moderate	YES		
X6R868;P19835;P19835-2	Bile salt-activated lipase	CEL	79.666	29.2	90	90	323.31	0	833940	987500	585250	912470	857650	1173800	1537900	1116800	928340	773530	Low	Enriched	Enriched	Enriched	YES	YES	YES
P19838;P19838-2;P19838-3	Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit	NFKB1	105.35	12.6	16	16	55.661	0	34937	28425	30348	32706	35193	28820	26497	28386	13914	29352	Low	Enriched	Enriched	Enriched	YES		
P19961;P04745;P19961-2	Alpha-amylase 2B;Alpha-amylase 1	AMY2B;AMY1A	57.709	68.9	136	5	46.655	0	145340	124230	74127	479240	78119	92578	65934	85418	47446	78193	Moderate	Enriched	Enriched	Enriched	YES	YES	YES
P20020-5;P20020-2;P20020-6;P20020-3;P20020-4;P20020	Plasma membrane calcium-transporting ATPase 1	ATP2B1	129.15	9.1	15	5	19.377	0	15955	10012	11304	13963	16112	13673	11886	11756	7383.8	13425	Enriched	Low	Enriched	Moderate	YES		
P20042	Eukaryotic translation initiation factor 2 subunit 2	EIF2S2	38.388	58.9	38	38	323.31	0	430800	289600	387660	334200	470350	407590	488060	349620	218550	328190	Moderate	Enriched	Enriched	Enriched	YES		
P20073-2;P20073	Annexin A7	ANXA7	50.315	29.2	21	20	48.123	0	56487	50996	47241	60880	52773	57983	94401	98465	58326	75954	Moderate	Enriched	Enriched	Enriched	YES		
P20290;P20290-2	Transcription factor BTF3	BTF3	22.168	41.3	11	3	29.204	0	69975	41552	50781	81183	47836	77022	59546	79887	30904	78488	Enriched	Enriched	Enriched	Enriched	YES		
P20338	Ras-related protein Rab-4A	RAB4A	24.389	21.1	6	4	6.0192	0	3100.2	2153.7	1948.9	3050.7	1811.8	2657.7	3313.5	3518.4	1489.8	3341.1	Enriched	Enriched	Enriched	Moderate	YES		
P20339-2;P20339;F8VVZ0;F8VUA5	Ras-related protein Rab-5A	RAB5A;RAB5B	22.178	47.3	11	5	6.1679	0	4128	4543.4	4055.5	2599.5	6146.6	2480.7	2252.4	1607	1513.4	2653.7	Enriched	Enriched	Enriched	Enriched			
P20340-2;H0YGL6;P20340;P20340-4;H7BYW1;P20340-3	Ras-related protein Rab-6A	RAB6A	23.548	49	17	12	79.575	0	60065	52931	56876	46647	64207	68037	92056	84964	39805	66430	Enriched	Enriched	Enriched	Enriched	YES		
P20618	Proteasome subunit beta type-1	PSMB1	26.489	51.9	22	22	115.54	0	95229	75723	95655	100800	94674	107370	138230	145280	83318	120520	Enriched	Enriched	Enriched	Enriched	YES		
P20645;H0YGT2	Cation-dependent mannose-6-phosphate receptor	M6PR	30.993	10.8	5	5	14.551	0	23089	15503	19711	20032	25825	27823	25550	30726	11125	32162	Enriched	Enriched	Enriched	Enriched	YES		
P20674;H3BV69;H3BNX8	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	16.762	40	13	13	76.949	0	127540	63815	117450	326360	100900	215630	129580	130930	51786	189850	Enriched	Enriched	Enriched	Moderate	YES		
P20700;E9PBF6	Lamin-B1	LMNB1	66.408	53.1	68	59	323.31	0	335010	199280	254050	340640	282220	326290	546230	549710	396700	391550	No expression	No expression	Low	Low	YES		
P20774;Q5TBF5	Mimecan	OGN	33.922	23.8	25	25	323.31	0	137440	124510	185410	216960	146870	187520	346120	455710	129840	209660	No expression	Low	Low	No expression	YES		
P20810-9;P20810-5;P20810-10;P20810-7;P20810-6;E7ES10;E9PCH5;B7Z574;P20810-4;P20810-8;P20810-2;P20810;P20810-3;H0Y7F0;E9PDE4;E7EVY3;E7EQ12;H0Y9H6;E7EQA0;A0A0A0MR45;H0YD33	Calpastatin	CAST	80.264	23.9	21	21	323.31	0	172550	152830	156890	170350	240360	191890	204070	209850	118790	194000	Enriched	Enriched	Enriched	Moderate	YES		
P20815	Cytochrome P450 3A5	CYP3A5	57.108	4.4	2	1	2.3077	0.0047906	10653	2846.3	14410	2584.4	2905.7	908.89	4629	2549.9	7272	2870.4	No expression	Moderate	Moderate	Enriched	YES		
P20839-2;C9J029	Inosine-5-monophosphate dehydrogenase 1	IMPDH1	52.597	8.6	4	2	14.032	0	14236	9510.1	11543	11703	13625	13869	11417	12188	6188.2	13381	Enriched	Enriched	Moderate	Enriched	YES		
P20908;A0A087WXW9	Collagen alpha-1(V) chain	COL5A1	183.56	2	4	4	5.4282	0	18483	25263	29254	17650	40610	15604	28305	28578	13986	19249	No expression	Low	Enriched	Moderate	YES		
P20933;H0Y9C7	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase;Glycosylasparaginase alpha chain;Glycosylasparaginase beta chain	AGA	37.208	6.9	2	2	10.52	0	2594.6	1640.5	2931.8	2727.9	2983.8	3770.6	3579.3	2092.6	1496.3	4414.7	Enriched	Enriched	Enriched	Moderate	YES		
P20962	Parathymosin	PTMS	11.53	22.5	3	3	11.095	0	19403	19154	21301	11240	20935	19143	48076	45075	40768	30523	Low	No expression	Moderate	Enriched	YES		
P21266;A0A0A0MTN3	Glutathione S-transferase Mu 3	GSTM3	26.559	65.8	29	28	145.45	0	318330	241980	273960	424500	230550	294120	229530	285820	124620	234490	Enriched	Enriched	Enriched	Enriched	YES		
P21281	V-type proton ATPase subunit B, brain isoform	ATP6V1B2	56.5	50.9	30	23	105.06	0	111570	83748	96986	128260	116590	124850	163940	111270	95392	119320	Moderate	Enriched	Enriched	Enriched	YES		
P21283;E7EV59	V-type proton ATPase subunit C 1	ATP6V1C1	43.941	18.3	8	8	22.954	0	41654	32392	44623	36581	52219	37752	44247	35591	22510	34577	Moderate	Moderate	Enriched	Moderate	YES		
P21291;E9PP21;E9PS42;E9PND2	Cysteine and glycine-rich protein 1	CSRP1	20.567	66.3	31	29	323.31	0	162680	150990	159240	132430	223160	124180	157250	131560	84906	187370	Enriched	Enriched	Enriched	Enriched	YES		
P21397;P21397-2	Amine oxidase [flavin-containing] A	MAOA	59.681	35.5	33	27	139.69	0	113770	91616	102680	95161	102040	136830	137290	183180	77765	161370	Moderate	Enriched	Enriched	Enriched	YES		
P21399	Cytoplasmic aconitate hydratase	ACO1	98.398	41.7	66	36	323.31	0	405310	326650	331560	376030	456150	367310	488070	555460	169700	377800	Enriched	Enriched	Enriched	Enriched	YES		
P21589-2;P21589;Q96B60	5-nucleotidase	NT5E	57.948	15.1	8	5	35.095	0	28252	15345	19614	41185	20331	28940	46168	75488	14242	38309	Low	No expression	Moderate	No expression	YES		
P21695-2;P21695	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	GPD1	35.139	21.5	9	9	11.883	0	8414.5	24176	6449.3	21127	10914	8934.7	5705.7	8158.8	4798.4	21415	Enriched	No expression	Low	Enriched	YES		
P21796	Voltage-dependent anion-selective channel protein 1	VDAC1	30.772	79.9	44	12	248.48	0	327940	220610	236680	356320	320130	322670	481830	435690	173870	342540	Low	Enriched	Enriched	Enriched	YES		
P21810	Biglycan	BGN	41.654	33.4	28	14	116.66	0	76093	72745	69033	90274	80903	96324	278920	297540	72838	103170	Enriched	Moderate	Enriched	Enriched	YES		
P21912;A0A087WWT1	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	SDHB	31.629	43.6	20	6	47.962	0	89966	68188	86803	86060	99782	89271	100200	77181	61098	98307	No expression	Enriched	Enriched	Moderate	YES		
P21953	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	BCKDHB	43.122	23.7	10	10	73.513	0	100320	51506	78040	94287	101410	78501	62210	71379	28479	87365	No expression	Low	Moderate	Low	YES		
P21964-2;P21964;E7EMS6	Catechol O-methyltransferase	COMT	24.449	60.6	21	21	90.545	0	165760	104940	96940	177300	111980	150090	153950	180710	94814	187940	Enriched	Enriched	Enriched	No expression	YES		
P21980;P21980-2	Protein-glutamine gamma-glutamyltransferase 2	TGM2	77.328	29.8	27	27	117.44	0	106500	94696	105080	130960	127160	108070	291800	148860	111510	132350	Enriched	Moderate	Enriched	Enriched	YES		
P22033	Methylmalonyl-CoA mutase, mitochondrial	MUT	83.134	29.3	28	28	203.42	0	271380	195090	184520	204740	230030	199740	238850	254420	111330	229090	Enriched	Enriched	Enriched	Enriched	YES		
P22059	Oxysterol-binding protein 1	OSBP	89.42	18.6	19	19	138.41	0	102710	72074	73266	81197	111900	75681	81100	74617	41502	87876	Enriched	Enriched	Enriched	Low	YES		
P22087;M0QXL5;M0R299;M0R2Q4;M0R0P1	rRNA 2-O-methyltransferase fibrillarin	FBL	33.784	38.9	22	11	143.56	0	180170	151720	186700	122950	233030	118770	165390	171250	96640	171670	Enriched	Enriched	Enriched	Enriched	YES		
P22102;P22102-2	Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase	GART	107.77	21.2	25	18	82.17	0	106320	83093	98230	88208	113110	93952	116120	129960	68431	111780	Moderate	Enriched	Enriched	No expression	YES		
P22105	Tenascin-X	TNXB	464.32	17.5	55	2	309.49	0	179420	159360	205450	143480	236430	131690	177140	223170	97892	194290	Enriched	Low	Low	Moderate	YES		
P22307-4;P22307-8;P22307;P22307-7;P22307-6;P22307-2	Non-specific lipid-transfer protein	SCP2	50.341	23.8	13	13	78.535	0	73261	57591	63701	60659	62937	66795	66346	100560	44929	93076	Enriched	Enriched	Enriched	Enriched	YES		
P22314-2;P22314	Ubiquitin-like modifier-activating enzyme 1	UBA1	113.8	47.2	102	93	323.31	0	721220	513920	647450	738270	655000	678650	790490	854050	438560	691170	Moderate	Enriched	Enriched	Low	YES		
Q32Q12;P22392-2;P22392;J3KPD9;E7ERL0	Nucleoside diphosphate kinase;Nucleoside diphosphate kinase B	NME1-NME2;NME2;NME1	32.642	58.9	32	15	275.02	0	425700	330500	305650	509050	381690	384940	378000	561580	234050	340960	Enriched	Enriched	Enriched	Enriched			
P22413	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase	ENPP1	104.92	20.9	24	24	273.18	0	53937	47340	42035	71414	64357	57528	66659	58921	18021	69378	Moderate	Enriched	Enriched	Moderate	YES		
P22466	Galanin peptides;Galanin;Galanin message-associated peptide	GAL	13.302	11.4	1	1	7.4385	0	9394.2	14864	14130	10270	22500	19919	8752.2	12133	5394.7	13616	No expression	Low	Moderate	No expression			
P22626;P22626-2;A0A087WUI2	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	37.429	59.8	66	65	323.31	0	639460	491500	691070	643550	688100	617970	1015200	872150	555900	785450	Enriched	Enriched	Enriched	Enriched	YES		
P22670	MHC class II regulatory factor RFX1	RFX1	104.76	2.6	4	4	9.7392	0	11784	9367.6	9614.8	11178	10325	7637	6709.2	8304.9	4790.9	9881.3	Enriched	Enriched	Enriched	No expression	YES		
P22681	E3 ubiquitin-protein ligase CBL	CBL	99.632	2.8	2	2	2.4786	0.0039526	9496.3	6995.8	7532.7	8649.3	8515.8	9684	11725	12956	5334	9505.3	Moderate	Moderate	Enriched	No expression			
P22694;A0A0A0MS54;P22694-4;P22694-3;P22694-5;P22694-7;P22694-6;P22694-9;P22694-2;P22694-10;A0A087WVC4;P22694-8;B1APG2;B1APF8;B1APF9;B1APG3	cAMP-dependent protein kinase catalytic subunit beta	PRKACB	40.622	36.5	13	1	60.772	0	31403	22667	28673	29211	30681	26281	33425	49034	19290	30939	Enriched	Enriched	Enriched	Moderate	YES		
P22695;H3BRG4;H3BSJ9	Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	48.442	44.4	40	40	272.08	0	148950	115370	127000	151980	167160	138240	206450	216800	95150	160730	Enriched	Enriched	Enriched	Enriched	YES		
P22830;P22830-2;K7ELX4	Ferrochelatase, mitochondrial	FECH	47.862	19.6	8	8	21.983	0	23058	24765	23840	24619	36706	25569	30171	20800	18465	26844	Moderate	Moderate	Enriched	No expression	YES		
P22897	Macrophage mannose receptor 1	MRC1	166.01	5.5	8	8	16.05	0	18113	23188	23323	27464	19487	23959	17562	27494	10797	29955	No expression	Low	Enriched	Enriched	YES		
P23141-3;P23141;P23141-2	Liver carboxylesterase 1	CES1	62.392	24	23	23	58.579	0	53589	39273	60265	108910	52344	42927	42517	53342	19336	49756	Moderate	Moderate	Moderate	Moderate	YES		
P23142	Fibulin-1	FBLN1	77.213	20.3	25	5	126.85	0	92654	93430	107520	93172	123630	94384	126180	222110	82952	102030	Moderate	Moderate	Moderate	Moderate	YES		
P23193;P23193-2	Transcription elongation factor A protein 1	TCEA1	33.969	31.9	12	10	64.958	0	43945	33135	40040	41794	38672	47146	48730	57160	25142	51836	Low	Enriched	Enriched	Enriched	YES		
P23229-4;P23229-2;P23229-9;P23229-6;P23229-7	Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6	ITGA6	119.09	27.4	35	3	80.891	0	166920	148080	168940	189140	192440	148060	139600	140640	87739	153540	Moderate	Moderate	Enriched	Enriched	YES		
P23246;P23246-2	Splicing factor, proline- and glutamine-rich	SFPQ	76.149	34.5	51	48	323.31	0	328860	259240	336460	312800	332210	314080	522770	564360	263600	428230	Moderate	Enriched	Enriched	Enriched	YES		
Q9NRH3;P23258;K7EKE5;K7EIS0	Tubulin gamma-2 chain;Tubulin gamma-1 chain;Tubulin gamma chain	TUBG2;TUBG1	51.091	10.2	7	7	18.258	0	30737	25720	43033	21088	29454	27195	31403	22523	17684	27677	Enriched	Moderate	Moderate	No expression			
P23284	Peptidyl-prolyl cis-trans isomerase B	PPIB	23.742	56	43	37	278.27	0	533650	409120	409200	467650	482980	722960	664910	479870	364290	377650	Enriched	Enriched	Enriched	Enriched	YES		
Q5T7Y6;P23297	Protein S100;Protein S100-A1	S100A1	15.895	16.3	4	4	9.8601	0	1681.4	1332.1	1689.9	4990.6	1450.4	2968.8	2095.3	2746.2	1252.7	2522	Enriched	Moderate	Low	Low	YES		
P23368;P23368-2	NAD-dependent malic enzyme, mitochondrial	ME2	65.443	13.2	10	9	49.654	0	30463	36208	31583	28464	37675	24508	27724	26793	18032	29973	Moderate	Enriched	Enriched	Moderate	YES		
P23381;P23381-2	Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS	WARS	53.165	58	51	51	254.64	0	310630	191310	230460	281850	266870	349800	418380	452570	187100	304390	Enriched	Enriched	Enriched	Enriched	YES		
P23396;P23396-2;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YEU2;H0YF32	40S ribosomal protein S3	RPS3	26.688	77.4	47	47	175.74	0	342260	266290	315900	348350	355900	380100	511870	452310	255150	374790	Enriched	Enriched	Enriched	Enriched	YES		
P23434	Glycine cleavage system H protein, mitochondrial	GCSH	18.884	18.5	9	9	133.7	0	46753	48974	46537	41689	43674	69187	89207	64622	60811	68451	Moderate	Enriched	Enriched	Moderate	YES		
P23443-4;P23443-3;P23443-5;P23443-2;P23443	Ribosomal protein S6 kinase beta-1	RPS6KB1	51.016	3.5	1	1	3.0458	0.0013235	5154	3192.5	3646.2	6486.5	5226.1	5017.3	4178.3	4038.2	1869.4	4693.1	Low	Enriched	Enriched	No expression			
P23458	Tyrosine-protein kinase JAK1	JAK1	133.28	2	2	2	2.1075	0.0067614	12486	11293	15410	10025	16038	9196.3	12293	9441.9	8217.3	11632	No expression	No expression	Enriched	Moderate	YES		
P23497	Nuclear autoantigen Sp-100	SP100	100.42	9.9	15	7	28.736	0	55228	31373	32207	57355	32075	67361	48658	66355	22901	60516	Enriched	Moderate	Enriched	Moderate	YES		
P23511-2;P23511	Nuclear transcription factor Y subunit alpha	NFYA	33.939	4.4	1	1	2.0663	0.0072376	3172.3	2163.3	2685.4	5011.8	2163.2	3061.8	2890.1	3612.4	1473.4	3685.2	No expression	Moderate	Moderate	Low	YES		
P23526;P23526-2	Adenosylhomocysteinase	AHCY	47.716	45.4	33	33	156.26	0	256440	165860	186090	237520	227720	229490	259430	245620	119870	243670	Moderate	Enriched	Enriched	Enriched	YES		
P23634-7;P23634-6;P23634-8;P23634;P23634-5;P23634-4;P23634-3;P23634-2	Plasma membrane calcium-transporting ATPase 4	ATP2B4	132.59	16.9	21	11	51.448	0	111090	92055	105860	130840	114030	118400	107150	111420	62750	110580	Moderate	Enriched	Enriched	No expression	YES		
P23786	Carnitine O-palmitoyltransferase 2, mitochondrial	CPT2	73.776	39.5	37	37	118.28	0	146720	113400	137460	141530	161620	202120	104360	159390	62047	115700	Low	Moderate	Moderate	No expression	YES		
P23919;G5E9E9;P23919-2	Thymidylate kinase	DTYMK	23.819	9.4	4	4	8.72	0	2535.8	1899.6	1934.3	2971.5	2294.9	2084.6	1190	1878.6	951.15	2536	Moderate	Low	Moderate	Moderate	YES		
P23946;P23946-2	Chymase	CMA1	27.324	41.7	12	12	87.657	0	139700	62088	102470	123090	62867	71384	105050	114380	50536	112120	Moderate	No expression	No expression	Low	YES		
P24043;A0A087WX80;A0A087WYF1	Laminin subunit alpha-2	LAMA2	343.9	37.1	172	172	323.31	0	847090	659640	732380	830780	814660	885700	1022800	1039100	505950	931870	Enriched	Moderate	Moderate	Moderate	YES		
P24298	Alanine aminotransferase 1	GPT	54.636	12.1	5	4	21.171	0	16354	7796.3	4748.7	10656	11905	4482.9	6124.3	5228.2	3204.6	8173.8	Enriched	Low	Low	Moderate	YES		
P24310	Cytochrome c oxidase subunit 7A1, mitochondrial	COX7A1	9.1174	15.2	2	2	2.6007	0.0027278	4645.8	3163.6	5286.3	12084	4181.8	15013	5540.1	9244.4	2046.2	6568.7	No expression	Enriched	Enriched	Moderate			
P24390;M0R1Y2;P24390-2	ER lumen protein-retaining receptor 1;ER lumen protein-retaining receptor	KDELR1	24.542	14.2	3	2	4.6035	0.0004268	7468.4	6834.2	7937.5	4561.2	12527	6990.6	14056	7590	8911	10160	Moderate	Moderate	Enriched	Enriched			
P24534	Elongation factor 1-beta	EEF1B2	24.763	42.2	26	12	200.03	0	184090	108790	120940	170160	110910	311890	166400	251040	57694	179530	Enriched	Enriched	Enriched	Enriched	YES		
P24539;Q5QNZ2	ATP synthase F(0) complex subunit B1, mitochondrial	ATP5F1	28.908	50.4	23	23	139.22	0	253300	186620	211410	260630	257510	224260	220100	276740	101910	269290	Enriched	Enriched	Enriched	Moderate	YES		
P24666;P24666-3	Low molecular weight phosphotyrosine protein phosphatase	ACP1	18.042	59.5	14	2	32.737	0	60724	48329	52082	57033	65096	74240	102810	136090	50598	71632	Moderate	Enriched	Enriched	Enriched	YES		
P24666-2	Low molecular weight phosphotyrosine protein phosphatase	ACP1	17.977	57	13	1	4.2163	0.00062513	2426.5	1070.1	1345.9	2812.2	995.92	2561.1	1985.2	2902.5	1540	3007.6	Moderate	Enriched	Enriched	Enriched	YES		
P24752	Acetyl-CoA acetyltransferase, mitochondrial	ACAT1	45.199	61.1	56	41	261.47	0	507970	333120	417720	463730	467290	437520	519010	515680	253920	519480	Moderate	Enriched	Enriched	Moderate	YES		
P24752-2	Acetyl-CoA acetyltransferase, mitochondrial	ACAT1	17.175	58	16	0	8.2734	0	16244	7288.9	9823.7	16926	10339	11055	9950.8	8857.1	6025.8	13608	Moderate	Enriched	Enriched	Moderate	YES		
P24844;P24844-2	Myosin regulatory light polypeptide 9	MYL9	19.827	58.7	23	4	43.736	0	2398.6	734.8	550.73	3559.1	934.19	8392.6	8055.4	7750.2	1431.6	16371	No expression	Low	Enriched	Low	YES		
P24928;A0A087WWE2	DNA-directed RNA polymerase II subunit RPB1	POLR2A	217.17	12	21	21	124.28	0	91863	73176	86754	97498	99083	68080	74845	86896	48667	96053	Enriched	Enriched	Enriched	Enriched	YES		
P25311;C9JEV0	Zinc-alpha-2-glycoprotein	AZGP1	34.258	45.3	28	28	97.483	0	217380	158900	180050	195640	178180	214220	198140	230650	147870	167840	Moderate	Enriched	Moderate	Low	YES		
P25325;P25325-2;B1AH49	3-mercaptopyruvate sulfurtransferase;Sulfurtransferase	MPST	33.178	44.8	21	21	49.894	0	93166	53992	84437	67785	84747	92595	89599	70549	50320	83708	Enriched	Enriched	Enriched	Enriched	YES		
P25398	40S ribosomal protein S12	RPS12	14.515	58.3	19	19	66.185	0	159650	81103	104520	244750	126700	162190	276940	281950	161390	193890	Low	No expression	No expression	Enriched	YES		
P25685;P25685-2	DnaJ homolog subfamily B member 1	DNAJB1	38.044	20.9	6	5	12.428	0	10920	6137.7	6387.2	7878.5	8790.9	7945	6957.4	8244.3	4287.7	8853.7	Enriched	Enriched	Enriched	Moderate	YES		
P25686;P25686-2;C9JRD2;C9JXB9	DnaJ homolog subfamily B member 2	DNAJB2	35.58	17.6	5	4	13.733	0	18348	17030	15775	14730	22137	16339	15104	14963	9983.4	16303	Moderate	Enriched	Enriched	Enriched	YES		
P25705;P25705-3	ATP synthase subunit alpha, mitochondrial	ATP5A1	59.75	55.7	75	8	323.31	0	482670	361680	420780	480480	458520	502410	697070	771460	319940	618880	Enriched	Enriched	Enriched	Moderate	YES		
P25705-2;K7EK77	ATP synthase subunit alpha, mitochondrial	ATP5A1	54.493	59.6	68	1	1.9207	0.0081411	1517	1099.7	2566.7	974.83	2043.5	7888.4	9345.3	3240.8	2774.2	5106.3	Enriched	Enriched	Enriched	Moderate	YES		
P25786;P25786-2;F5GX11	Proteasome subunit alpha type-1	PSMA1	29.555	47.5	26	26	120.58	0	98947	75605	98246	84790	106270	88464	114830	85373	72203	94715	Enriched	Enriched	Enriched	Enriched	YES		
P25787	Proteasome subunit alpha type-2	PSMA2	25.898	49.1	23	23	119.46	0	139030	96606	124110	105980	131690	148750	172870	129120	88042	129750	Moderate	Enriched	Enriched	Moderate	YES		
P25788-2;P25788	Proteasome subunit alpha type-3	PSMA3	27.647	34.3	13	6	30.752	0	56858	31869	44589	36573	48449	67551	67813	53468	41863	50751	No expression	Enriched	Enriched	Moderate	YES		
P25789;H0YMZ1;H0YL69;H0YN18;H0YMA1;H0YKT8;H0YLC2;P25789-2;H0YMI6	Proteasome subunit alpha type-4;Proteasome subunit alpha type;Proteasome subunit beta type	PSMA4	29.483	42.5	23	23	72.638	0	127970	73238	88672	132860	93640	148400	132160	156030	50139	121800	Enriched	Enriched	Enriched	Enriched	YES		
P25940	Collagen alpha-3(V) chain	COL5A3	172.12	1.7	2	2	3.821	0.00060655	6908.3	7250.9	10783	5778.4	7550.9	9659.7	12754	8725	4332.4	8743.6	Moderate	Moderate	Moderate	No expression	YES		
P26006;P26006-1	Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain	ITGA3	116.61	3.9	4	4	7.5788	0	12469	12163	12262	11267	13371	8014.5	18977	17095	9950.6	15025	Moderate	Low	Moderate	Moderate	YES		
P26022	Pentraxin-related protein PTX3	PTX3	41.975	12.6	4	4	8.3199	0	2329.9	2668.8	1727.1	4028.4	2242.3	4016.4	5683.4	12614	4859.4	7431.8	No expression	Low	Moderate	No expression	YES		
P26038	Moesin	MSN	67.819	54.9	73	42	150.43	0	258170	262510	308230	269480	310660	289510	450250	400320	274530	405470	Moderate	Moderate	Enriched	Enriched	YES		
P26196	Probable ATP-dependent RNA helicase DDX6	DDX6	54.416	34.2	23	23	145.58	0	154240	148780	171150	126340	214180	124960	222130	168160	115720	172730	Enriched	Enriched	Enriched	No expression	YES		
P26232-3;P26232-2;P26232-5;P26232	Catenin alpha-2	CTNNA2	95.557	11.5	15	1	5.1768	0.00044395	5562.2	1620.6	2855.5	5470	3177	6622.1	3853.4	3768.6	1840.1	4986.3	No expression	No expression	Moderate	Moderate			
P26368-2;P26368;K7ENG2	Splicing factor U2AF 65 kDa subunit	U2AF2	53.12	21.2	17	17	86.21	0	91174	63809	74928	77819	88194	91966	115900	122130	61600	92466	Enriched	Moderate	Enriched	Enriched	YES		
P26373;P26373-2;J3QSB4	60S ribosomal protein L13	RPL13	24.261	51.2	29	29	67.642	0	236600	161720	200480	166480	215210	283960	338420	225380	216390	253880	Enriched	Enriched	Enriched	Enriched	YES		
