Source	Contributor	VarID	Variable	Value	Description	ThemeTag	Level	CellTissue	CellTissueContext	DataItem	Complex	Dimensions	LinkedID	IndividualLevelData	InApp	MPTerm	GOTerm	EFOTerm	Relevance	Levels	MethodID	PrivateNote	PublicNote	DataSource	DataSourceLink
PMID23221614	Freeby et al. (2012)	Freeby12_VMAT2.PP	VMAT2.PP.tail	%	VMAT2 co-localization with PP in pancreatic tail	NA	protein	islet of Langerhans	pancreas	measurement datum	0	1	F	NA	F						Freeby12_1			Table 2. VMAT2 co-localization with insulin or PP. 	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3605167/#__sec2title
PMID24326367	Cheung et al. (2014)	Cheung14_B7H4.Ins	B7H4.Ins	Pearson’s r	Colocalization coefficient of B7-H4/insulin	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	F	NA	F				B7-H4 protein expression in islet β cells is decreased in T1D and PDAC, but increased in insulinoma patients when compared to normal controls; the changes in B7-H4 expression are concomitant with insulin expression of beta cells.  		Cheung14_1			Table 2. B7-H4 Expression Colocalizes With Insulin in β Cells.	https://journals.lww.com/pancreasjournal/fulltext/2014/01000/B7_H4_Expression_in_Normal_and_Diseased_Human.19.aspx
PMID24326367	Cheung et al. (2014)	Cheung14_B7H4.Gcg	B7H4.Gcg	Pearson’s r	Colocalization coefficient of B7-H4/glucagon	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	F	NA	F						Cheung14_1			Table 2. B7-H4 Expression Colocalizes With Insulin in β Cells.	https://journals.lww.com/pancreasjournal/fulltext/2014/01000/B7_H4_Expression_in_Normal_and_Diseased_Human.19.aspx
PMID24326367	Cheung et al. (2014)	Cheung14_B7H4.Sts	B7H4.Sts	Pearson’s r	Colocalization coefficient of B7-H4/somatostatin	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	F	NA	F						Cheung14_1			Table 2. B7-H4 Expression Colocalizes With Insulin in β Cells.	https://journals.lww.com/pancreasjournal/fulltext/2014/01000/B7_H4_Expression_in_Normal_and_Diseased_Human.19.aspx
PMID24326367	Cheung et al. (2014)	Cheung14_Ins.Gcg	Ins.Gcg	Pearson’s r	Colocalization coefficient of insulin/glucagon	NA	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	F	NA	F						Cheung14_1			Table 2. B7-H4 Expression Colocalizes With Insulin in β Cells.	https://journals.lww.com/pancreasjournal/fulltext/2014/01000/B7_H4_Expression_in_Normal_and_Diseased_Human.19.aspx
PMID26546129	Jurczyk et al. (2016)	Jurczyk16_Disc1	Disc1		Colocalization of Disc1 in human islets (images only)	cross-disease connections	protein	islet of Langerhans	islet of Langerhans	measurement datum	0	1	F	NA	F						Jurczyk16_1			Table 1. DISC1 localizes to human and mouse pancreatic islets and ducts.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4714549/figure/F1/
PMID23993652	Gardner et al. (2013)	Gardner13_AIRE	AIRE		Characterization of eTacs by intranuclear AIRE protein staining in pancreatic and non-pancreatic lymph node	autoimmunity	protein	lymph node	lymph node	measurement datum	0	1	F	NA	F						Gardner13_1			Figure 3. eTACs are present in human lymph nodes.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3804105/figure/F3/
PMID29514095	Brissova et al. (2018)	Brissova18_Ins.secretion.norm1	Ins.secretion.norm1	Insulin secretion (ng/100 IEQs min)	Insulin secretion normalized to overall islet cell volume (expressed as islet equivalents [IEQs]), measured by dynamic cell perifusion system	NA	phenotype	islet of Langerhans	islet of Langerhans	time sampled measurement data set	1	NA	T	T	F			insulin secretion rate measurement			Brissova18_1			Figure 1. T1D β Cells in Recent-Onset T1D Retain Secretory Properties and Gene Expression Pattern Similar to Normal β Cells	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6368357/figure/F1/
PMID29514095	Brissova et al. (2018)	Brissova18_Ins.secretion.norm2	Ins.secretion.norm2	Insulin secretion (% content/min)	Insulin secretion normalized to islet insulin content, measured by dynamic cell perifusion system	NA	phenotype	islet of Langerhans	islet of Langerhans	time sampled measurement data set	1	NA	T	T	F			insulin secretion rate measurement			Brissova18_1			Figure 1. T1D β Cells in Recent-Onset T1D Retain Secretory Properties and Gene Expression Pattern Similar to Normal β Cells	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6368357/figure/F1/
PMID29514095	Brissova et al. (2018)	Brissova18_Ins.content	Ins.content	Insulin content (ng/IEQ)	Insulin content	NA	phenotype	islet of Langerhans	islet of Langerhans	measurement datum	0	NA	T	T	F			insulin measurement			Brissova18_1			Figure 1. T1D β Cells in Recent-Onset T1D Retain Secretory Properties and Gene Expression Pattern Similar to Normal β Cells	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6368357/figure/F1/
PMID29514095	Brissova et al. (2018)	Brissova18_RNAseq	DNApanel	Normalized expression	DNA sequencing covering coding regions and splice junctions of 148 genes associated with monogenic diabetes	NA	gene	islet of Langerhans	islet of Langerhans	sequence library feature count data	0	148	T	T	F						Brissova18_2			GSE106148	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE106148
PMID29514095	Brissova et al. (2018)	Brissova18_composition	composition		Islet endocrine cell composition by FACS	NA	cell	islet of Langerhans	islet of Langerhans	measurement datum	1	NA	T	T	F						Brissova18_3				
PMID29514095	Brissova et al. (2018)	Brissova18_Gcg.secretion.norm1	Gcg.secretion.norm1	Glucagon secretion (ng/100 IEQs min)	Glucagon secretion normalized to overall islet cell volume (expressed as islet equivalents [IEQs]), measured by dynamic cell perifusion system	NA	phenotype	islet of Langerhans	islet of Langerhans	time sampled measurement data set	1	NA	T	T	F			glucagon measurement			Brissova18_1			Figure 2. T1D α Cells in Recent-Onset T1D Have Reduced Glucagon Secretion and Dysregulated Gene Expression	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6368357/figure/F2/
PMID29514095	Brissova et al. (2018)	Brissova18_Gcg.secretion.norm2	Gcg.secretion.norm2	Glucagon secretion (% content/min)	Glucagon secretion normalized to islet Glucagon content, measured by dynamic cell perifusion system	NA	phenotype	islet of Langerhans	islet of Langerhans	time sampled measurement data set	1	NA	T	T	F			glucagon measurement			Brissova18_1			Figure 2. T1D α Cells in Recent-Onset T1D Have Reduced Glucagon Secretion and Dysregulated Gene Expression	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6368357/figure/F2/
PMID29514095	Brissova et al. (2018)	Brissova18_Gcg.content	Gcg.content	Glucagon content (ng/IEQ)	Glucagon content	NA	phenotype	islet of Langerhans	islet of Langerhans	measurement datum	0	NA	T	T	F			glucagon measurement			Brissova18_1			Figure 2. T1D α Cells in Recent-Onset T1D Have Reduced Glucagon Secretion and Dysregulated Gene Expression	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6368357/figure/F2/
PMID29671030	Holm et al. (2018)	Holm18_Spingolipids	Sphingolipids	Transcript expression of spingolipid genes	RNA expression of 70 sphingolipid-related genes	sphingolipids	transcript	islet of Langerhans	islet of Langerhans	normalized data set	1	70	T	T	T			sphingolipid measurement|transcriptome measurement			Holm18_1				
PMID28439273	Saxena et al. (2017)	Saxena17_IL10pos.CD5pos.B	IL10pos.CD5pos.B	IL-10pos CD5+ B cells (%)	% cells with intracellular expression of IL-10 by FACs gated CD5+ B cell population	autoimmunity	cell	B cell	spleen	measurement datum	0	1	T	T	F						Saxena17_1			Figure 1. IL-10pos CD5+, but not IL-10pos CD5− B cells, are selectively enriched in Ab+ as compared to type 1 diabetes (T1D) and ND subjects. 	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5383713/figure/F1/
PMID28439273	Saxena et al. (2017)	Saxena17_IL10pos.CD5neg.B	IL10pos.CD5neg.B	IL-10pos CD5- B cells (%)	% cells with intracellular expression of IL-10 by FACs gated CD5- B cell population	autoimmunity	cell	B cell	spleen	measurement datum	0	1	T	T	F						Saxena17_1			Figure 1. IL-10pos CD5+, but not IL-10pos CD5− B cells, are selectively enriched in Ab+ as compared to type 1 diabetes (T1D) and ND subjects. 	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5383713/figure/F1/
PMID28439273	Saxena et al. (2017)	Saxena17_IL10pos.CD5pos.T	IL10pos.CD5pos.T	IL-10pos T cells (%)	% cells with intracellular expression of IL-10 by FACs gated T cell population	autoimmunity	cell	T cell	spleen	measurement datum	0	1	T	T	F						Saxena17_1			Figure 1. IL-10pos CD5+, but not IL-10pos CD5− B cells, are selectively enriched in Ab+ as compared to type 1 diabetes (T1D) and ND subjects. 	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5383713/figure/F1/
PMID28439273	Saxena et al. (2017)	Saxena17_FasLhi.CD5pos.B	FasLhi.CD5pos.B	IL-10pos CD5+ B cells (%)	% cells with high intracellular expression of FasL by FACs gated CD5+ B cell population	autoimmunity	cell	B cell	spleen	measurement datum	0	1	T	T	F						Saxena17_1			Figure 2. FasLhi CD5+, but not of FasLhi CD5– B cells, are selectively enriched in type 1 diabetes (T1D) as compared to Ab+ and ND subjects.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5383713/figure/F2/
PMID28439273	Saxena et al. (2017)	Saxena17_FasLhi.CD5neg.B	FasLhi.CD5neg.B	IL-10pos CD5- B cells (%)	% cells with high intracellular expression of FasL by FACs gated CD5- B cell population	autoimmunity	cell	B cell	spleen	measurement datum	0	1	T	T	F						Saxena17_1			Figure 2. FasLhi CD5+, but not of FasLhi CD5– B cells, are selectively enriched in type 1 diabetes (T1D) as compared to Ab+ and ND subjects.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5383713/figure/F2/
PMID28439273	Saxena et al. (2017)	Saxena17_FasLhi.CD5pos.T	FasLhi.CD5pos.T	IL-10pos T cells (%)	% cells with high intracellular expression of FasL by FACs gated T cell population	autoimmunity	cell	T cell	spleen	measurement datum	0	1	T	T	F						Saxena17_1			Figure 2. FasLhi CD5+, but not of FasLhi CD5– B cells, are selectively enriched in type 1 diabetes (T1D) as compared to Ab+ and ND subjects.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5383713/figure/F2/
